type,queueSize,generated,collected,elapsedInMicros,retryOnFull
LockFreeBased,2048,40000,5769,156,0
LockFreeBased,4096,40000,40000,501,1
LockFreeBased,4096,40000,27470,281,0
LockFreeBased,8192,40000,40000,291,1
LockFreeBased,8192,40000,40000,442,0
LockFreeBased,256,45000,45000,571,1
LockFreeBased,256,45000,44912,648,0
LockFreeBased,512,45000,45000,550,1
LockFreeBased,512,45000,14719,293,0
LockFreeBased,1024,45000,45000,633,1
LockFreeBased,1024,45000,42353,377,0
LockFreeBased,2048,45000,45000,457,1
LockFreeBased,2048,45000,45000,367,0
LockFreeBased,4096,45000,45000,375,1
LockFreeBased,4096,45000,44303,1062,0
LockFreeBased,8192,45000,45000,558,1
LockFreeBased,8192,45000,45000,699,0
LockFreeBased,256,50000,50000,404,1
LockFreeBased,256,50000,47328,1030,0
LockFreeBased,512,50000,50000,768,1
LockFreeBased,512,50000,26180,822,0
LockFreeBased,1024,50000,50000,799,1
LockFreeBased,1024,50000,10047,293,0
LockFreeBased,2048,50000,50000,1331,1
LockFreeBased,2048,50000,12525,210,0
LockFreeBased,4096,50000,50000,416,1
LockFreeBased,4096,50000,27011,336,0
LockFreeBased,8192,50000,50000,361,1
LockFreeBased,8192,50000,50000,441,0
LockFreeBased,256,100000,100000,838,1
LockFreeBased,256,100000,97078,628,0
LockFreeBased,512,100000,100000,702,1
LockFreeBased,512,100000,34939,381,0
LockFreeBased,1024,100000,100000,1129,1
LockFreeBased,1024,100000,96362,933,0
LockFreeBased,2048,100000,100000,809,1
LockFreeBased,2048,100000,97442,647,0
LockFreeBased,4096,100000,100000,754,1
LockFreeBased,4096,100000,86974,771,0
LockFreeBased,8192,100000,100000,587,1
LockFreeBased,8192,100000,100000,664,0
LockFreeBased,256,150000,150000,882,1
LockFreeBased,256,150000,140494,1148,0
LockFreeBased,512,150000,150000,1491,1
LockFreeBased,512,150000,149612,1144,0
LockFreeBased,1024,150000,150000,1585,1
LockFreeBased,1024,150000,28598,466,0
LockFreeBased,2048,150000,150000,1222,1
LockFreeBased,2048,150000,139057,1484,0
LockFreeBased,4096,150000,150000,1127,1
LockFreeBased,4096,150000,118963,838,0
LockFreeBased,8192,150000,150000,926,1
LockFreeBased,8192,150000,150000,1423,0
LockFreeBased,256,200000,200000,1350,1
LockFreeBased,256,200000,123205,985,0
LockFreeBased,512,200000,200000,1402,1
LockFreeBased,512,200000,84351,1119,0
LockFreeBased,1024,200000,200000,1691,1
LockFreeBased,1024,200000,83976,1123,0
LockFreeBased,2048,200000,200000,1901,1
LockFreeBased,2048,200000,190587,1367,0
LockFreeBased,4096,200000,200000,1296,1
LockFreeBased,4096,200000,156476,1443,0
LockFreeBased,8192,200000,200000,1247,1
LockFreeBased,8192,200000,195779,1069,0
LockFreeBased,256,250000,250000,1585,1
LockFreeBased,256,250000,119214,1270,0
LockFreeBased,512,250000,250000,1889,1
LockFreeBased,512,250000,151926,1452,0
LockFreeBased,1024,250000,250000,2279,1
LockFreeBased,1024,250000,139480,1469,0
LockFreeBased,2048,250000,250000,1946,1
LockFreeBased,2048,250000,67656,839,0
LockFreeBased,4096,250000,250000,2277,1
LockFreeBased,4096,250000,240306,1374,0
LockFreeBased,8192,250000,250000,1525,1
LockFreeBased,8192,250000,203588,1182,0
LockFreeBased,256,300000,300000,1723,1
LockFreeBased,256,300000,158278,1536,0
LockFreeBased,512,300000,300000,3676,1
LockFreeBased,512,300000,279081,1853,0
LockFreeBased,1024,300000,300000,1890,1
LockFreeBased,1024,300000,231992,1501,0
LockFreeBased,2048,300000,300000,1925,1
LockFreeBased,2048,300000,247135,1585,0
LockFreeBased,4096,300000,300000,2118,1
LockFreeBased,4096,300000,246493,1549,0
LockFreeBased,8192,300000,300000,2347,1
LockFreeBased,8192,300000,281587,2063,0
LockFreeBased,256,350000,350000,3261,1
LockFreeBased,256,350000,292202,2161,0
LockFreeBased,512,350000,350000,2133,1
LockFreeBased,512,350000,259234,1760,0
LockFreeBased,1024,350000,350000,2156,1
LockFreeBased,1024,350000,320767,2154,0
LockFreeBased,2048,350000,350000,3021,1
LockFreeBased,2048,350000,177569,1303,0
LockFreeBased,4096,350000,350000,2070,1
LockFreeBased,4096,350000,325073,2720,0
LockFreeBased,8192,350000,350000,1966,1
LockFreeBased,8192,350000,284811,2489,0
LockFreeBased,256,400000,400000,2882,1
LockFreeBased,256,400000,376017,2357,0
LockFreeBased,512,400000,400000,3073,1
LockFreeBased,512,400000,323843,2186,0
LockFreeBased,1024,400000,400000,2859,1
LockFreeBased,1024,400000,326577,2257,0
LockFreeBased,2048,400000,400000,3366,1
LockFreeBased,2048,400000,343079,2079,0
LockFreeBased,4096,400000,400000,3390,1
LockFreeBased,4096,400000,371730,2557,0
LockFreeBased,8192,400000,400000,2773,1
LockFreeBased,8192,400000,352963,2036,0
LockFreeBased,256,450000,450000,2588,1
LockFreeBased,256,450000,341080,2905,0
LockFreeBased,512,450000,450000,3312,1
LockFreeBased,512,450000,263096,2326,0
LockFreeBased,1024,450000,450000,2962,1
LockFreeBased,1024,450000,340654,2306,0
LockFreeBased,2048,450000,450000,3002,1
LockFreeBased,2048,450000,323359,2466,0
LockFreeBased,4096,450000,450000,2786,1
LockFreeBased,4096,450000,370202,2206,0
LockFreeBased,8192,450000,450000,2956,1
LockFreeBased,8192,450000,410603,2283,0
LockFreeBased,256,500000,500000,2785,1
LockFreeBased,256,500000,458349,3330,0
LockFreeBased,512,500000,500000,3045,1
LockFreeBased,512,500000,211059,1751,0
LockFreeBased,1024,500000,500000,4431,1
LockFreeBased,1024,500000,409445,2960,0
LockFreeBased,2048,500000,500000,3541,1
LockFreeBased,2048,500000,435767,2705,0
LockFreeBased,4096,500000,500000,4106,1
LockFreeBased,4096,500000,168645,1709,0
LockFreeBased,8192,500000,500000,2937,1
LockFreeBased,8192,500000,405604,2708,0
LockFreeBased,256,1000000,1000000,5794,1
LockFreeBased,256,1000000,432012,3659,0
LockFreeBased,512,1000000,1000000,6532,1
LockFreeBased,512,1000000,911649,6355,0
LockFreeBased,1024,1000000,1000000,6721,1
LockFreeBased,1024,1000000,560545,4011,0
LockFreeBased,2048,1000000,1000000,6008,1
LockFreeBased,2048,1000000,903266,5133,0
LockFreeBased,4096,1000000,1000000,6737,1
LockFreeBased,4096,1000000,762752,4442,0
LockFreeBased,8192,1000000,1000000,5951,1
LockFreeBased,8192,1000000,689877,5643,0
LockFreeBased,256,1100000,1100000,6571,1
LockFreeBased,256,1100000,980731,5618,0
LockFreeBased,512,1100000,1100000,7999,1
LockFreeBased,512,1100000,946650,5623,0
LockFreeBased,1024,1100000,1100000,6767,1
LockFreeBased,1024,1100000,1032115,6164,0
LockFreeBased,2048,1100000,1100000,6665,1
LockFreeBased,2048,1100000,661905,4513,0
LockFreeBased,4096,1100000,1100000,7031,1
LockFreeBased,4096,1100000,1022473,5795,0
LockFreeBased,8192,1100000,1100000,6098,1
LockFreeBased,8192,1100000,1028040,6042,0
LockFreeBased,256,1200000,1200000,6907,1
LockFreeBased,256,1200000,681133,5374,0
LockFreeBased,512,1200000,1200000,7300,1
LockFreeBased,512,1200000,1027188,6823,0
LockFreeBased,1024,1200000,1200000,7646,1
LockFreeBased,1024,1200000,1092877,6510,0
LockFreeBased,2048,1200000,1200000,10043,1
LockFreeBased,2048,1200000,1153648,6839,0
LockFreeBased,4096,1200000,1200000,7449,1
LockFreeBased,4096,1200000,941933,6296,0
LockFreeBased,8192,1200000,1200000,6818,1
LockFreeBased,8192,1200000,1115627,8266,0
LockFreeBased,256,1300000,1300000,7334,1
LockFreeBased,256,1300000,1176443,6885,0
LockFreeBased,512,1300000,1300000,7514,1
LockFreeBased,512,1300000,1119430,7010,0
LockFreeBased,1024,1300000,1300000,8724,1
LockFreeBased,1024,1300000,1199371,7062,0
LockFreeBased,2048,1300000,1300000,8542,1
LockFreeBased,2048,1300000,1123646,6634,0
LockFreeBased,4096,1300000,1300000,7336,1
LockFreeBased,4096,1300000,1221401,7286,0
LockFreeBased,8192,1300000,1300000,7144,1
LockFreeBased,8192,1300000,869074,6800,0
LockFreeBased,256,1400000,1400000,8151,1
LockFreeBased,256,1400000,1315635,8097,0
LockFreeBased,512,1400000,1400000,8215,1
LockFreeBased,512,1400000,880254,6381,0
LockFreeBased,1024,1400000,1400000,9161,1
LockFreeBased,1024,1400000,1202134,6844,0
LockFreeBased,2048,1400000,1400000,10313,1
LockFreeBased,2048,1400000,1277111,7337,0
LockFreeBased,4096,1400000,1400000,8329,1
LockFreeBased,4096,1400000,1205331,6988,0
LockFreeBased,8192,1400000,1400000,9199,1
LockFreeBased,8192,1400000,1332025,8047,0
LockFreeBased,256,1500000,1500000,8893,1
LockFreeBased,256,1500000,1189391,7144,0
LockFreeBased,512,1500000,1500000,8618,1
LockFreeBased,512,1500000,1257032,8234,0
LockFreeBased,1024,1500000,1500000,9574,1
LockFreeBased,1024,1500000,1411007,10224,0
LockFreeBased,2048,1500000,1500000,9558,1
LockFreeBased,2048,1500000,1395948,8773,0
LockFreeBased,4096,1500000,1500000,8355,1
LockFreeBased,4096,1500000,1389166,7806,0
LockFreeBased,8192,1500000,1500000,9589,1
LockFreeBased,8192,1500000,1457339,8681,0
