type,queueSize,generated,collected,elapsedInMicros,retryOnFull
LockFreeBased,8192,40000,37623,599,0
LockFreeBased,256,45000,45000,771,1
LockFreeBased,256,45000,44978,715,0
LockFreeBased,512,45000,45000,735,1
LockFreeBased,512,45000,9807,422,0
LockFreeBased,1024,45000,45000,842,1
LockFreeBased,1024,45000,45000,598,0
LockFreeBased,2048,45000,45000,482,1
LockFreeBased,2048,45000,45000,535,0
LockFreeBased,4096,45000,45000,572,1
LockFreeBased,4096,45000,44452,606,0
LockFreeBased,8192,45000,45000,746,1
LockFreeBased,8192,45000,40445,554,0
LockFreeBased,256,50000,50000,624,1
LockFreeBased,256,50000,49448,828,0
LockFreeBased,512,50000,50000,576,1
LockFreeBased,512,50000,49775,659,0
LockFreeBased,1024,50000,50000,605,1
LockFreeBased,1024,50000,36943,735,0
LockFreeBased,2048,50000,50000,486,1
LockFreeBased,2048,50000,2047,215,0
LockFreeBased,4096,50000,50000,693,1
LockFreeBased,4096,50000,50000,801,0
LockFreeBased,8192,50000,50000,485,1
LockFreeBased,8192,50000,50000,875,0
LockFreeBased,256,100000,100000,1295,1
LockFreeBased,256,100000,255,358,0
LockFreeBased,512,100000,100000,1636,1
LockFreeBased,512,100000,100000,1158,0
LockFreeBased,1024,100000,100000,823,1
LockFreeBased,1024,100000,95245,907,0
LockFreeBased,2048,100000,100000,881,1
LockFreeBased,2048,100000,97851,1586,0
LockFreeBased,4096,100000,100000,1512,1
LockFreeBased,4096,100000,20779,340,0
LockFreeBased,8192,100000,100000,1094,1
LockFreeBased,8192,100000,100000,1220,0
LockFreeBased,256,150000,150000,1483,1
LockFreeBased,256,150000,102533,1019,0
LockFreeBased,512,150000,150000,1379,1
LockFreeBased,512,150000,511,775,0
LockFreeBased,1024,150000,150000,1538,1
LockFreeBased,1024,150000,145656,1228,0
LockFreeBased,2048,150000,150000,1233,1
LockFreeBased,2048,150000,2047,204,0
LockFreeBased,4096,150000,150000,1448,1
LockFreeBased,4096,150000,4095,217,0
LockFreeBased,8192,150000,150000,1018,1
LockFreeBased,8192,150000,81494,1495,0
LockFreeBased,256,200000,200000,1374,1
LockFreeBased,256,200000,190666,1414,0
LockFreeBased,512,200000,200000,2004,1
LockFreeBased,512,200000,135747,2183,0
LockFreeBased,1024,200000,200000,2280,1
LockFreeBased,1024,200000,180391,1520,0
LockFreeBased,2048,200000,200000,1683,1
LockFreeBased,2048,200000,200000,1523,0
LockFreeBased,4096,200000,200000,1335,1
LockFreeBased,4096,200000,198558,2388,0
LockFreeBased,8192,200000,200000,1401,1
LockFreeBased,8192,200000,200000,1523,0
LockFreeBased,256,250000,250000,1703,1
LockFreeBased,256,250000,237199,2200,0
LockFreeBased,512,250000,250000,2268,1
LockFreeBased,512,250000,241010,2599,0
LockFreeBased,1024,250000,250000,3092,1
LockFreeBased,1024,250000,185272,2283,0
LockFreeBased,2048,250000,250000,2428,1
LockFreeBased,2048,250000,219018,1885,0
LockFreeBased,4096,250000,250000,1744,1
LockFreeBased,4096,250000,151118,1271,0
LockFreeBased,8192,250000,250000,1671,1
LockFreeBased,8192,250000,210012,1411,0
LockFreeBased,256,300000,300000,3401,1
LockFreeBased,256,300000,269518,1678,0
LockFreeBased,512,300000,300000,2454,1
LockFreeBased,512,300000,50580,622,0
LockFreeBased,1024,300000,300000,1839,1
LockFreeBased,1024,300000,225012,1922,0
LockFreeBased,2048,300000,300000,2650,1
LockFreeBased,2048,300000,163856,1106,0
LockFreeBased,4096,300000,300000,1950,1
LockFreeBased,4096,300000,265623,1855,0
LockFreeBased,8192,300000,300000,2005,1
LockFreeBased,8192,300000,243151,1521,0
LockFreeBased,256,350000,350000,2368,1
LockFreeBased,256,350000,237773,2000,0
LockFreeBased,512,350000,350000,3192,1
LockFreeBased,512,350000,218002,1763,0
LockFreeBased,1024,350000,350000,2501,1
LockFreeBased,1024,350000,320652,2387,0
LockFreeBased,2048,350000,350000,2334,1
LockFreeBased,2048,350000,257266,2155,0
LockFreeBased,4096,350000,350000,2584,1
LockFreeBased,4096,350000,302960,1705,0
LockFreeBased,8192,350000,350000,2551,1
LockFreeBased,8192,350000,146042,1761,0
LockFreeBased,256,400000,400000,2724,1
LockFreeBased,256,400000,257681,2305,0
LockFreeBased,512,400000,400000,2862,1
LockFreeBased,512,400000,160509,1180,0
LockFreeBased,1024,400000,400000,2479,1
LockFreeBased,1024,400000,315181,2045,0
LockFreeBased,2048,400000,400000,3241,1
LockFreeBased,2048,400000,305434,2062,0
LockFreeBased,4096,400000,400000,2784,1
LockFreeBased,4096,400000,327892,2150,0
LockFreeBased,8192,400000,400000,2276,1
LockFreeBased,8192,400000,353886,2049,0
LockFreeBased,256,450000,450000,4037,1
LockFreeBased,256,450000,318073,2497,0
LockFreeBased,512,450000,450000,3122,1
LockFreeBased,512,450000,287836,6631,0
LockFreeBased,1024,450000,450000,3928,1
LockFreeBased,1024,450000,332264,3551,0
LockFreeBased,2048,450000,450000,3735,1
LockFreeBased,2048,450000,374263,3708,0
LockFreeBased,4096,450000,450000,3775,1
LockFreeBased,4096,450000,258877,3675,0
LockFreeBased,8192,450000,450000,3434,1
LockFreeBased,8192,450000,350973,5171,0
LockFreeBased,256,500000,500000,4897,1
LockFreeBased,256,500000,365147,2907,0
LockFreeBased,512,500000,500000,3358,1
LockFreeBased,512,500000,478227,2935,0
LockFreeBased,1024,500000,500000,4103,1
LockFreeBased,1024,500000,458139,4414,0
LockFreeBased,2048,500000,500000,4364,1
LockFreeBased,2048,500000,324458,2290,0
LockFreeBased,4096,500000,500000,3697,1
LockFreeBased,4096,500000,394275,2738,0
LockFreeBased,8192,500000,500000,3673,1
LockFreeBased,8192,500000,114621,1022,0
LockFreeBased,256,1000000,1000000,6705,1
LockFreeBased,256,1000000,545036,3309,0
LockFreeBased,512,1000000,1000000,6208,1
LockFreeBased,512,1000000,860179,5774,0
LockFreeBased,1024,1000000,1000000,7889,1
LockFreeBased,1024,1000000,620193,4555,0
LockFreeBased,2048,1000000,1000000,7173,1
LockFreeBased,2048,1000000,687990,4237,0
LockFreeBased,4096,1000000,1000000,6349,1
LockFreeBased,4096,1000000,723496,4546,0
LockFreeBased,8192,1000000,1000000,6218,1
LockFreeBased,8192,1000000,959108,5660,0
LockFreeBased,256,1100000,1100000,6211,1
LockFreeBased,256,1100000,949456,6267,0
LockFreeBased,512,1100000,1100000,6544,1
LockFreeBased,512,1100000,513707,3621,0
LockFreeBased,1024,1100000,1100000,8542,1
LockFreeBased,1024,1100000,1030286,6059,0
LockFreeBased,2048,1100000,1100000,7274,1
LockFreeBased,2048,1100000,795099,5009,0
LockFreeBased,4096,1100000,1100000,6445,1
LockFreeBased,4096,1100000,653123,4405,0
LockFreeBased,8192,1100000,1100000,6483,1
LockFreeBased,8192,1100000,1041983,7665,0
LockFreeBased,256,1200000,1200000,7985,1
LockFreeBased,256,1200000,749693,4712,0
LockFreeBased,512,1200000,1200000,9284,1
LockFreeBased,512,1200000,1072036,6223,0
LockFreeBased,1024,1200000,1200000,7789,1
LockFreeBased,1024,1200000,873772,5896,0
LockFreeBased,2048,1200000,1200000,6820,1
LockFreeBased,2048,1200000,801525,4648,0
LockFreeBased,4096,1200000,1200000,7281,1
LockFreeBased,4096,1200000,1037910,6220,0
LockFreeBased,8192,1200000,1200000,7843,1
LockFreeBased,8192,1200000,771780,4568,0
LockFreeBased,256,1300000,1300000,8441,1
LockFreeBased,256,1300000,762422,5722,0
LockFreeBased,512,1300000,1300000,7806,1
LockFreeBased,512,1300000,984762,6579,0
LockFreeBased,1024,1300000,1300000,7997,1
LockFreeBased,1024,1300000,908980,5354,0
LockFreeBased,2048,1300000,1300000,8485,1
LockFreeBased,2048,1300000,1002803,5682,0
LockFreeBased,4096,1300000,1300000,9139,1
LockFreeBased,4096,1300000,1139147,6703,0
LockFreeBased,8192,1300000,1300000,7705,1
LockFreeBased,8192,1300000,1045001,7419,0
LockFreeBased,256,1400000,1400000,7925,1
LockFreeBased,256,1400000,718409,5356,0
LockFreeBased,512,1400000,1400000,8621,1
LockFreeBased,512,1400000,1025909,6968,0
LockFreeBased,1024,1400000,1400000,9404,1
LockFreeBased,1024,1400000,1315547,7606,0
LockFreeBased,2048,1400000,1400000,9104,1
LockFreeBased,2048,1400000,1205819,6953,0
LockFreeBased,4096,1400000,1400000,9101,1
LockFreeBased,4096,1400000,1315394,8503,0
LockFreeBased,8192,1400000,1400000,8618,1
LockFreeBased,8192,1400000,1158330,7073,0
LockFreeBased,256,1500000,1500000,10492,1
LockFreeBased,256,1500000,1379109,7904,0
LockFreeBased,512,1500000,1500000,9932,1
LockFreeBased,512,1500000,1321492,7557,0
LockFreeBased,1024,1500000,1500000,10013,1
LockFreeBased,1024,1500000,1152483,7192,0
LockFreeBased,2048,1500000,1500000,10793,1
LockFreeBased,2048,1500000,1298349,7165,0
LockFreeBased,4096,1500000,1500000,9807,1
LockFreeBased,4096,1500000,1437279,8096,0
LockFreeBased,8192,1500000,1500000,9204,1
LockFreeBased,8192,1500000,1158473,7717,0
